date,entity_id,primary_metric,secondary_metric,revenue_or_value,quality_score,risk_score
2026-02-12,EXP006,48.3,47.1,152865,98.0,48.6
2026-02-12,EXP007,51.1,61.5,173482,91.8,46.2
2026-02-12,EXP008,44.6,62.8,16785,65.2,45.1
2026-02-12,EXP009,41.1,40.8,96450,93.4,34.9
2026-02-12,EXP010,45.7,39.7,119615,64.9,81.2
2026-02-12,EXP011,53.5,30.0,124095,90.0,47.4
2026-02-12,EXP012,91.9,57.6,103013,66.2,25.4
2026-02-12,EXP013,70.3,58.5,46856,88.6,23.2
2026-02-12,EXP014,88.8,54.3,127787,65.5,90.8
2026-02-12,EXP015,77.2,60.6,145023,78.4,54.2
2026-02-12,EXP016,53.5,57.9,82826,94.1,28.2
2026-02-12,EXP017,93.5,21.8,84759,98.6,26.9
2026-02-12,EXP018,53.0,47.6,88656,90.5,31.1
2026-02-12,EXP019,47.6,67.8,76694,65.3,54.8
2026-02-12,EXP020,68.4,39.3,165254,83.2,55.6
2026-02-12,EXP021,50.2,35.6,24963,83.7,10.6
2026-02-12,EXP022,69.2,33.2,159056,78.4,29.4
2026-02-12,EXP023,57.9,47.7,163016,62.2,86.3
2026-02-12,EXP024,53.9,44.4,34478,88.7,14.0
2026-02-12,EXP025,55.5,26.2,23432,95.0,22.2
2026-02-12,EXP026,58.8,76.5,74555,93.6,67.2
2026-02-12,EXP027,47.7,77.4,24580,98.7,87.1
2026-02-12,EXP028,94.5,70.2,111286,74.3,84.8
2026-02-12,EXP029,83.3,62.6,138841,64.0,11.2
2026-02-12,EXP030,88.3,54.0,50389,65.8,68.8
2026-02-12,EXP031,52.4,81.0,24348,91.8,48.8
2026-02-12,EXP032,86.6,60.4,156495,70.9,12.2
2026-02-13,EXP001,90.9,26.4,25556,86.5,9.1
2026-02-13,EXP002,84.5,79.9,48673,80.2,65.3
2026-02-13,EXP003,63.6,31.6,168128,66.0,43.9
2026-02-13,EXP004,95.8,78.5,3678,86.7,83.7
2026-02-13,EXP005,46.5,47.3,70566,73.0,48.8
2026-02-13,EXP006,92.6,41.1,142489,69.2,40.1
2026-02-13,EXP007,63.6,31.5,39000,81.0,71.1
2026-02-13,EXP008,41.7,69.0,150657,89.1,62.5
2026-02-13,EXP009,70.2,41.2,134201,89.4,72.5
2026-02-13,EXP010,91.2,41.7,74350,97.6,24.3
2026-02-13,EXP011,85.7,38.3,17378,85.0,26.5
2026-02-13,EXP012,83.0,56.8,155723,85.9,8.6
2026-02-13,EXP013,67.1,48.9,64959,92.5,21.3
2026-02-13,EXP014,72.0,41.9,133465,73.7,90.2
2026-02-13,EXP015,50.7,77.1,98092,69.8,44.1
2026-02-13,EXP016,65.3,37.4,102237,89.9,65.5
2026-02-13,EXP017,42.6,48.9,140092,70.4,57.1
2026-02-13,EXP018,43.5,29.8,150285,95.8,82.1
2026-02-13,EXP019,44.2,53.5,106777,96.7,93.4
2026-02-13,EXP020,49.4,66.5,46563,87.4,10.2
2026-02-13,EXP021,58.5,46.9,146460,87.8,32.7
2026-02-13,EXP022,76.0,32.8,31766,65.0,65.2
2026-02-13,EXP023,85.4,38.4,138333,70.7,67.4
2026-02-13,EXP024,86.4,81.9,28399,70.3,70.6
2026-02-13,EXP025,95.9,75.8,16298,80.3,10.8
2026-02-13,EXP026,75.8,35.3,108031,86.6,84.0
2026-02-13,EXP027,78.7,48.4,83558,70.2,65.6
2026-02-13,EXP028,52.5,58.5,148249,88.3,69.2
2026-02-13,EXP029,43.8,70.0,126231,64.1,44.2
2026-02-13,EXP030,52.2,71.6,124047,88.0,82.0
2026-02-13,EXP031,91.9,35.3,97715,94.2,84.6
2026-02-13,EXP032,90.5,58.9,86912,65.0,74.1
2026-02-14,EXP001,51.4,25.2,103949,67.2,30.6
2026-02-14,EXP002,86.3,33.5,83226,83.5,81.1
2026-02-14,EXP003,56.0,71.3,97735,88.4,67.3
2026-02-14,EXP004,90.6,70.8,83121,92.7,87.2
2026-02-14,EXP005,90.5,65.2,53092,98.4,44.8
2026-02-14,EXP006,66.2,49.8,131154,86.0,50.8
2026-02-14,EXP007,66.1,47.4,55218,92.5,82.9
2026-02-14,EXP008,74.2,27.3,59603,81.0,17.4
2026-02-14,EXP009,58.7,52.0,9774,70.5,28.5
2026-02-14,EXP010,50.2,79.1,174944,80.4,39.6
2026-02-14,EXP011,70.9,81.2,124525,94.7,83.4
2026-02-14,EXP012,51.9,57.7,39518,84.3,91.4
2026-02-14,EXP013,81.3,65.8,69065,85.8,56.7
2026-02-14,EXP014,62.4,37.9,150240,74.7,42.8
2026-02-14,EXP015,46.3,51.9,34945,81.7,83.4
2026-02-14,EXP016,73.0,33.1,15719,89.9,68.7
2026-02-14,EXP017,74.2,58.4,25874,94.2,18.5
2026-02-14,EXP018,41.4,65.2,159164,70.2,48.6
2026-02-14,EXP019,83.2,48.7,163597,75.8,81.2
2026-02-14,EXP020,73.0,32.6,76607,94.0,35.9
2026-02-14,EXP021,47.6,37.4,15962,90.3,59.5
2026-02-14,EXP022,63.2,46.4,92204,97.4,38.6
2026-02-14,EXP023,59.7,56.5,167485,71.7,93.2
2026-02-14,EXP024,95.3,22.1,76824,77.9,72.6
2026-02-14,EXP025,70.2,45.5,48909,64.6,65.0
2026-02-14,EXP026,75.8,74.0,122378,65.2,82.8
2026-02-14,EXP027,89.2,76.2,102744,90.9,8.5
2026-02-14,EXP028,75.9,29.0,89544,66.0,59.6
2026-02-14,EXP029,59.2,22.1,5382,77.5,91.4
2026-02-14,EXP030,76.9,68.2,39250,70.4,91.2
2026-02-14,EXP031,44.0,27.7,169297,63.6,20.8
2026-02-14,EXP032,73.2,66.1,149221,79.8,58.3
2026-02-15,EXP001,80.2,81.5,155513,97.3,64.9
2026-02-15,EXP002,56.9,81.1,110117,82.8,92.4
2026-02-15,EXP003,45.6,41.6,111979,70.2,12.6
2026-02-15,EXP004,49.2,65.2,88551,77.9,83.6
2026-02-15,EXP005,61.1,23.9,46943,66.1,12.9
2026-02-15,EXP006,51.5,33.3,136980,76.1,42.5
2026-02-15,EXP007,80.9,24.8,45319,76.9,68.6
2026-02-15,EXP008,55.2,34.8,143493,85.4,86.0
2026-02-15,EXP009,80.1,72.1,62740,71.0,50.0
2026-02-15,EXP010,45.4,66.8,2793,97.2,77.6
2026-02-15,EXP011,48.4,66.9,9262,89.1,18.4
2026-02-15,EXP012,68.1,51.0,99125,63.8,37.1
2026-02-15,EXP013,49.9,67.2,120339,69.6,48.5
2026-02-15,EXP014,42.2,45.6,21004,64.8,84.1
2026-02-15,EXP015,44.7,43.2,109605,95.7,57.2
2026-02-15,EXP016,80.3,78.5,161573,78.6,35.4
2026-02-15,EXP017,95.7,77.8,71528,64.9,66.6
2026-02-15,EXP018,72.1,38.0,138486,66.6,60.0
2026-02-15,EXP019,95.6,77.2,22643,79.8,44.4
2026-02-15,EXP020,50.8,70.1,29774,75.3,23.7
2026-02-15,EXP021,86.0,59.2,171612,85.0,45.0
2026-02-15,EXP022,87.7,34.7,29680,78.2,11.2
2026-02-15,EXP023,66.6,62.5,150784,82.2,86.9
2026-02-15,EXP024,69.8,59.5,131741,96.2,22.3
2026-02-15,EXP025,90.7,60.7,29188,67.4,58.7
2026-02-15,EXP026,50.6,22.6,84637,74.2,39.0
2026-02-15,EXP027,48.9,60.1,4438,90.5,49.9
2026-02-15,EXP028,93.0,46.7,26867,83.9,85.7
2026-02-15,EXP029,84.5,73.2,33660,95.0,24.0
2026-02-15,EXP030,76.7,62.8,46178,67.4,9.3
2026-02-15,EXP031,78.8,53.0,167144,94.0,44.1
2026-02-15,EXP032,72.1,42.1,103941,86.1,67.8
2026-02-16,EXP001,81.9,54.5,121325,66.5,15.6
2026-02-16,EXP002,72.9,37.5,61877,64.2,17.1
2026-02-16,EXP003,75.8,34.7,41824,94.5,89.4
2026-02-16,EXP004,91.7,35.7,104221,98.4,80.3
2026-02-16,EXP005,58.6,63.0,136966,80.0,53.1
2026-02-16,EXP006,51.6,45.9,126666,83.6,48.1
2026-02-16,EXP007,61.3,62.4,73345,98.8,16.3
2026-02-16,EXP008,77.5,42.5,166227,82.6,53.3
2026-02-16,EXP009,89.7,74.3,29177,77.1,38.4
2026-02-16,EXP010,77.6,29.1,170378,98.3,9.4
2026-02-16,EXP011,58.2,40.5,39065,87.6,84.5
2026-02-16,EXP012,58.8,20.5,86607,82.7,13.0
2026-02-16,EXP013,85.9,62.3,66153,80.0,35.2
2026-02-16,EXP014,53.9,69.0,143425,63.8,33.7
2026-02-16,EXP015,41.3,75.2,110753,77.6,66.9
2026-02-16,EXP016,74.3,29.8,155532,68.9,45.4
2026-02-16,EXP017,92.4,77.0,89581,70.2,68.2
2026-02-16,EXP018,67.6,34.7,16726,96.8,37.6
2026-02-16,EXP019,40.9,20.6,3356,68.5,75.2
2026-02-16,EXP020,59.6,25.5,40381,78.5,54.2
2026-02-16,EXP021,54.0,60.8,158358,82.3,20.0
2026-02-16,EXP022,70.5,52.5,174886,63.3,30.2
2026-02-16,EXP023,66.8,76.1,56198,84.9,58.6
2026-02-16,EXP024,66.3,56.3,28763,82.5,46.6
2026-02-16,EXP025,95.8,34.5,127565,97.2,49.7
2026-02-16,EXP026,94.2,68.7,126926,62.1,20.8
2026-02-16,EXP027,40.2,35.8,168297,85.3,88.8
2026-02-16,EXP028,57.5,45.7,152043,89.7,65.8
2026-02-16,EXP029,82.5,56.5,81441,68.9,90.7
2026-02-16,EXP030,82.3,75.5,83793,82.8,35.6
2026-02-16,EXP031,45.1,71.9,173564,78.6,41.7
2026-02-16,EXP032,52.0,80.2,28220,83.2,30.0
2026-02-17,EXP001,94.5,56.3,118366,93.6,13.6
2026-02-17,EXP002,61.7,44.0,122724,83.8,80.7
2026-02-17,EXP003,50.7,62.7,88992,90.3,57.4
2026-02-17,EXP004,55.6,42.5,54716,62.5,16.0
2026-02-17,EXP005,51.5,32.8,107612,75.6,83.9
2026-02-17,EXP006,45.8,49.9,15496,83.5,85.8
2026-02-17,EXP007,59.5,69.9,97793,77.5,87.7
2026-02-17,EXP008,77.2,40.8,121738,62.6,87.4
2026-02-17,EXP009,92.5,67.1,80867,64.1,79.0
2026-02-17,EXP010,82.0,37.7,69659,85.7,57.1
2026-02-17,EXP011,85.1,59.5,172771,84.5,41.7
2026-02-17,EXP012,88.2,67.4,27355,70.6,75.4
2026-02-17,EXP013,85.9,49.6,59684,77.8,88.7
2026-02-17,EXP014,88.5,51.1,84357,78.2,83.4
2026-02-17,EXP015,46.6,76.4,154524,88.6,86.3
2026-02-17,EXP016,81.3,61.9,103163,64.7,88.3
2026-02-17,EXP017,71.3,31.1,68469,94.2,31.1
2026-02-17,EXP018,90.3,34.3,147241,94.5,38.4
2026-02-17,EXP019,75.9,52.0,103136,69.4,73.8
2026-02-17,EXP020,61.6,79.6,83080,76.9,53.4
2026-02-17,EXP021,92.0,73.0,86754,72.4,92.0
2026-02-17,EXP022,77.2,62.5,114293,76.6,41.7
2026-02-17,EXP023,64.0,52.2,92555,65.3,20.3
2026-02-17,EXP024,40.4,38.5,6741,78.2,53.6
2026-02-17,EXP025,73.5,40.0,84178,77.5,21.8
2026-02-17,EXP026,67.1,75.4,26847,65.7,16.7
2026-02-17,EXP027,90.4,51.8,45735,66.2,47.1
2026-02-17,EXP028,60.5,77.1,64232,87.2,64.8
2026-02-17,EXP029,80.0,42.7,151706,97.6,58.1
2026-02-17,EXP030,72.9,65.3,126238,70.2,53.6
2026-02-17,EXP031,86.9,73.4,78722,80.0,30.9
2026-02-17,EXP032,72.8,34.0,142638,98.6,39.9
2026-02-18,EXP001,66.2,79.6,93124,83.3,72.5
2026-02-18,EXP002,80.8,72.4,35753,82.5,42.5
2026-02-18,EXP003,71.4,56.7,133161,91.1,86.0
2026-02-18,EXP004,55.8,46.0,51352,64.5,18.9
2026-02-18,EXP005,43.8,51.6,135737,79.3,14.5
2026-02-18,EXP006,45.8,39.3,13731,93.3,72.9
2026-02-18,EXP007,58.6,78.0,144815,83.4,15.5
2026-02-18,EXP008,57.8,60.1,60789,62.4,51.4
2026-02-18,EXP009,87.8,33.0,132500,70.1,11.2
2026-02-18,EXP010,40.2,25.9,123679,75.5,19.0
2026-02-18,EXP011,58.8,70.1,133771,86.3,16.9
2026-02-18,EXP012,78.1,38.2,46893,86.9,82.6
2026-02-18,EXP013,66.8,79.0,40317,95.8,56.9
2026-02-18,EXP014,85.2,60.0,138632,64.2,23.3
2026-02-18,EXP015,85.7,65.1,164912,63.3,47.4
2026-02-18,EXP016,55.1,48.3,80261,98.5,63.9
2026-02-18,EXP017,61.5,43.8,172533,91.3,18.0
2026-02-18,EXP018,52.9,32.4,95867,63.4,82.9
2026-02-18,EXP019,50.0,78.0,170539,66.6,91.9
2026-02-18,EXP020,72.4,65.6,146052,81.8,50.9
2026-02-18,EXP021,96.0,22.7,113362,62.3,14.8
2026-02-18,EXP022,93.8,59.2,75755,73.4,63.3
2026-02-18,EXP023,48.6,66.5,16734,86.1,70.9
2026-02-18,EXP024,71.3,71.8,14952,97.2,76.3
2026-02-18,EXP025,61.7,62.0,74869,68.7,57.2
2026-02-18,EXP026,44.0,77.2,73483,62.2,22.4
2026-02-18,EXP027,59.6,44.9,65122,73.8,41.5
2026-02-18,EXP028,50.4,61.4,155521,62.2,35.8
2026-02-18,EXP029,55.6,30.1,33642,92.9,70.0
2026-02-18,EXP030,87.9,54.4,9635,81.0,60.8
2026-02-18,EXP031,82.7,74.6,100238,71.4,73.7
2026-02-18,EXP032,66.2,75.9,118409,77.0,16.8
2026-02-19,EXP001,79.0,60.3,167993,95.7,89.5
2026-02-19,EXP002,94.0,48.9,142143,71.2,55.6
2026-02-19,EXP003,43.7,53.9,78364,87.1,66.6
2026-02-19,EXP004,92.7,31.0,45775,87.9,62.9
2026-02-19,EXP005,75.7,72.3,97807,97.1,88.8
2026-02-19,EXP006,95.7,40.4,107017,98.4,84.0
2026-02-19,EXP007,84.3,52.8,135023,78.7,50.1
2026-02-19,EXP008,90.0,46.4,90975,91.6,19.2
2026-02-19,EXP009,68.3,52.4,14873,85.6,30.8
2026-02-19,EXP010,92.4,36.5,54559,98.5,44.7
2026-02-19,EXP011,78.1,31.2,102814,74.6,73.5
2026-02-19,EXP012,87.7,20.4,24476,62.2,39.6
2026-02-19,EXP013,52.9,65.7,80042,91.0,79.0
2026-02-19,EXP014,43.8,40.7,116665,75.8,15.7
2026-02-19,EXP015,86.9,26.1,46964,68.8,12.8
2026-02-19,EXP016,45.0,57.4,132853,83.1,39.6
2026-02-19,EXP017,57.9,37.7,49221,97.7,61.0
2026-02-19,EXP018,54.5,40.8,26522,77.2,69.6
2026-02-19,EXP019,65.5,49.0,78477,74.8,75.3
2026-02-19,EXP020,48.9,26.6,57809,67.7,93.5
2026-02-19,EXP021,54.0,43.6,94349,75.7,49.2
2026-02-19,EXP022,82.4,69.4,62507,88.1,11.7
2026-02-19,EXP023,53.9,68.0,172874,64.6,52.9
2026-02-19,EXP024,81.6,75.5,59506,89.5,14.8
2026-02-19,EXP025,92.5,59.3,18386,83.6,77.9
2026-02-19,EXP026,90.2,31.9,28197,80.3,39.9
2026-02-19,EXP027,89.1,26.8,72984,86.4,39.6
2026-02-19,EXP028,57.0,36.4,52131,93.6,78.5
2026-02-19,EXP029,51.7,67.9,168643,75.8,46.1
2026-02-19,EXP030,59.3,65.6,124891,79.3,83.2
2026-02-19,EXP031,94.2,58.5,90390,84.1,18.0
2026-02-19,EXP032,59.0,77.3,116574,65.8,47.6
2026-02-20,EXP001,68.5,62.9,121675,87.4,16.4
2026-02-20,EXP002,83.6,40.2,168751,93.9,64.8
2026-02-20,EXP003,70.5,72.8,26192,62.1,42.3
2026-02-20,EXP004,51.8,68.3,3163,80.0,53.1
2026-02-20,EXP005,55.1,67.8,89491,78.0,25.1
2026-02-20,EXP006,48.0,49.1,56377,89.8,92.9
2026-02-20,EXP007,93.5,81.2,56681,65.6,13.0
2026-02-20,EXP008,88.1,47.6,30320,95.9,17.8
2026-02-20,EXP009,76.9,55.3,167687,89.7,87.3
2026-02-20,EXP010,88.8,35.5,95905,88.9,32.2
2026-02-20,EXP011,74.5,38.0,25203,80.2,40.1
2026-02-20,EXP012,89.4,32.7,112690,94.4,11.9
2026-02-20,EXP013,76.8,38.3,37057,92.9,70.0
2026-02-20,EXP014,80.3,63.2,37253,79.6,78.9
2026-02-20,EXP015,49.0,33.8,33185,82.3,89.2
2026-02-20,EXP016,83.4,42.3,103997,70.6,79.2
2026-02-20,EXP017,77.3,64.4,41486,83.1,75.2
2026-02-20,EXP018,44.6,26.1,8407,94.5,32.6
2026-02-20,EXP019,85.7,20.9,70618,65.3,35.5
2026-02-20,EXP020,57.6,30.2,6794,84.1,73.7
2026-02-20,EXP021,46.0,41.3,105087,79.1,16.2
2026-02-20,EXP022,93.7,27.6,26365,86.3,46.7
2026-02-20,EXP023,44.1,64.9,106768,69.1,68.0
2026-02-20,EXP024,61.1,70.7,30145,88.8,65.9
2026-02-20,EXP025,79.4,26.4,95987,86.5,18.1
2026-02-20,EXP026,93.3,69.0,163834,89.1,78.3
2026-02-20,EXP027,40.7,21.6,26803,94.7,31.7
2026-02-20,EXP028,79.6,32.9,173215,94.3,9.1
2026-02-20,EXP029,62.6,70.9,91509,65.4,25.6
2026-02-20,EXP030,91.3,60.9,32091,89.7,88.8
2026-02-20,EXP031,85.7,36.4,55710,96.9,14.4
2026-02-20,EXP032,61.3,42.0,95209,66.3,43.6
2026-02-21,EXP001,48.6,32.8,81976,96.6,32.4
2026-02-21,EXP002,50.3,67.5,94120,79.4,64.4
2026-02-21,EXP003,59.4,51.6,102590,67.6,36.0
2026-02-21,EXP004,40.2,66.9,75427,62.5,84.2
2026-02-21,EXP005,93.9,31.8,79265,98.7,48.3
2026-02-21,EXP006,67.4,31.6,91020,63.3,58.7
2026-02-21,EXP007,85.8,61.3,138912,85.9,71.1
2026-02-21,EXP008,89.6,26.9,100084,67.7,27.2
2026-02-21,EXP009,94.3,69.7,80752,87.9,56.4
2026-02-21,EXP010,94.3,36.8,126802,69.4,58.1
2026-02-21,EXP011,92.2,74.6,130399,72.1,26.0
2026-02-21,EXP012,81.1,25.3,44652,78.0,39.3
2026-02-21,EXP013,66.6,76.9,75363,92.1,64.2
2026-02-21,EXP014,91.1,74.3,127571,65.9,87.8
2026-02-21,EXP015,42.0,67.2,163938,65.7,83.8
2026-02-21,EXP016,74.4,26.8,153385,67.4,70.1
2026-02-21,EXP017,46.3,56.0,148588,98.5,30.6
2026-02-21,EXP018,47.0,33.1,16002,69.9,55.7
2026-02-21,EXP019,46.7,31.1,68587,77.4,50.0
2026-02-21,EXP020,50.1,44.0,21784,69.7,73.4
2026-02-21,EXP021,75.7,66.0,93756,92.8,71.6
2026-02-21,EXP022,42.8,24.3,40927,75.9,55.6
2026-02-21,EXP023,82.4,62.1,124668,96.8,47.4
2026-02-21,EXP024,67.1,56.3,46642,64.8,35.6
2026-02-21,EXP025,42.2,55.7,58631,68.1,82.2
2026-02-21,EXP026,43.2,55.5,52321,72.4,67.0
2026-02-21,EXP027,57.2,66.2,168218,64.3,31.0
2026-02-21,EXP028,86.5,75.2,172054,70.5,48.3
2026-02-21,EXP029,90.7,67.3,162446,79.5,81.2
2026-02-21,EXP030,68.4,65.2,19304,86.7,74.1
2026-02-21,EXP031,92.6,47.5,156987,73.2,85.6
2026-02-21,EXP032,66.9,44.6,155818,71.5,83.7
2026-02-22,EXP001,54.9,44.1,6209,94.8,27.6
2026-02-22,EXP002,69.2,44.4,148469,63.5,12.7
2026-02-22,EXP003,59.0,34.0,111462,74.7,50.5
2026-02-22,EXP004,50.2,22.3,81607,95.0,10.2
2026-02-22,EXP005,59.6,40.0,81613,67.4,30.0
2026-02-22,EXP006,71.2,48.0,42333,94.1,11.5
2026-02-22,EXP007,47.7,74.4,158894,73.6,48.8
2026-02-22,EXP008,87.4,49.7,58753,83.1,66.3
2026-02-22,EXP009,95.0,35.4,25980,74.5,84.1
2026-02-22,EXP010,51.9,39.3,18217,77.0,34.1
2026-02-22,EXP011,64.7,75.5,66019,68.4,77.4
2026-02-22,EXP012,86.1,65.4,173209,75.0,50.3
2026-02-22,EXP013,70.7,64.5,145171,77.5,43.9
2026-02-22,EXP014,89.1,22.1,130378,85.9,31.3
2026-02-22,EXP015,94.7,71.0,114239,76.1,20.1
2026-02-22,EXP016,73.1,43.3,64537,71.2,67.9
2026-02-22,EXP017,81.4,73.9,26095,91.7,38.6
2026-02-22,EXP018,48.0,61.2,102269,64.8,14.5
2026-02-22,EXP019,81.4,36.8,18364,69.5,89.9
2026-02-22,EXP020,87.4,60.1,145084,74.9,20.0
2026-02-22,EXP021,70.6,64.3,54543,79.9,17.7
2026-02-22,EXP022,45.0,58.1,128371,69.8,82.6
2026-02-22,EXP023,50.7,62.1,80879,73.8,9.4
2026-02-22,EXP024,56.2,70.9,112401,70.7,26.8
2026-02-22,EXP025,50.2,27.4,92987,82.0,56.5
2026-02-22,EXP026,88.1,29.6,123464,65.2,28.6
2026-02-22,EXP027,58.4,23.8,157023,84.3,73.7
2026-02-22,EXP028,71.9,56.5,148463,84.2,47.1
2026-02-22,EXP029,89.9,74.5,8266,96.7,61.4
2026-02-22,EXP030,47.7,42.5,63378,68.4,63.4
2026-02-22,EXP031,53.1,35.3,16467,71.5,40.9
2026-02-22,EXP032,52.6,44.6,23738,65.5,70.9
2026-02-23,EXP001,88.7,52.0,27594,98.2,33.5
2026-02-23,EXP002,65.7,25.0,120903,77.9,89.5
2026-02-23,EXP003,90.6,45.6,54266,85.1,68.6
2026-02-23,EXP004,71.8,77.9,27474,89.3,46.8
2026-02-23,EXP005,79.9,64.6,157024,94.4,90.4
2026-02-23,EXP006,65.1,66.2,36685,77.7,52.9
2026-02-23,EXP007,64.8,74.7,134662,76.4,29.7
2026-02-23,EXP008,86.1,34.9,68048,80.3,20.9
2026-02-23,EXP009,47.5,52.2,18195,69.7,70.2
2026-02-23,EXP010,63.1,27.8,152599,89.3,50.3
2026-02-23,EXP011,94.0,49.8,110235,62.2,91.3
2026-02-23,EXP012,41.0,27.4,85344,92.2,33.7
2026-02-23,EXP013,88.9,59.9,156096,73.3,24.6
2026-02-23,EXP014,91.4,41.4,170013,66.1,12.5
2026-02-23,EXP015,82.5,80.2,59762,81.1,51.8
2026-02-23,EXP016,62.2,71.0,110806,71.1,38.1
2026-02-23,EXP017,41.0,59.9,25077,91.7,93.4
2026-02-23,EXP018,52.1,64.3,52252,62.8,92.2
2026-02-23,EXP019,71.8,38.6,63487,68.1,20.4
2026-02-23,EXP020,60.2,32.5,86132,76.8,30.3
2026-02-23,EXP021,50.4,64.9,27638,94.2,77.6
2026-02-23,EXP022,80.2,35.4,86256,86.4,71.4
2026-02-23,EXP023,41.8,64.2,70564,77.0,59.9
2026-02-23,EXP024,52.5,68.6,114457,95.8,9.3
2026-02-23,EXP025,54.9,43.7,128629,96.8,83.6
2026-02-23,EXP026,86.9,77.2,106153,80.0,78.0
2026-02-23,EXP027,76.8,80.3,110369,70.6,46.7
2026-02-23,EXP028,55.0,49.4,129187,68.7,89.2
2026-02-23,EXP029,78.4,37.2,81188,94.1,20.1
2026-02-23,EXP030,90.6,81.5,3143,93.8,23.5
2026-02-23,EXP031,88.2,33.2,103453,97.8,77.7
2026-02-23,EXP032,90.9,71.9,87338,97.7,76.2
2026-02-24,EXP001,61.4,78.5,108856,93.5,50.3
2026-02-24,EXP002,95.5,79.9,52204,76.4,8.6
2026-02-24,EXP003,92.6,31.2,130017,94.2,52.8
2026-02-24,EXP004,92.0,29.5,105532,68.9,83.1
2026-02-24,EXP005,94.2,36.1,65592,84.6,82.2
2026-02-24,EXP006,86.8,24.2,149026,62.6,11.6
2026-02-24,EXP007,41.1,75.6,151907,71.1,12.6
2026-02-24,EXP008,45.1,65.0,173319,81.1,73.8
2026-02-24,EXP009,82.0,69.6,161522,83.0,12.9
2026-02-24,EXP010,51.9,34.3,38275,98.3,31.7
2026-02-24,EXP011,59.1,81.3,132576,95.9,73.4
2026-02-24,EXP012,75.8,27.0,160965,81.8,38.7
2026-02-24,EXP013,73.2,49.0,150359,65.0,55.7
2026-02-24,EXP014,63.5,82.0,59598,68.2,76.7
2026-02-24,EXP015,64.1,33.8,157236,69.6,33.2
2026-02-24,EXP016,63.9,35.9,16174,84.6,28.1
2026-02-24,EXP017,85.4,23.0,152914,98.2,72.6
2026-02-24,EXP018,82.4,74.6,75876,80.4,91.8
2026-02-24,EXP019,40.5,80.7,25447,93.0,30.4
2026-02-24,EXP020,80.2,63.6,87496,90.0,66.5
2026-02-24,EXP021,70.3,55.0,99241,95.2,34.7
2026-02-24,EXP022,48.4,80.9,7124,75.0,36.7
2026-02-24,EXP023,79.4,64.7,83342,75.3,48.0
2026-02-24,EXP024,91.3,43.5,169876,65.2,78.0
2026-02-24,EXP025,57.5,56.5,11237,70.0,59.9
2026-02-24,EXP026,56.6,21.7,67557,69.7,79.1
2026-02-24,EXP027,89.8,62.4,83164,62.4,31.8
2026-02-24,EXP028,80.5,57.8,67904,87.3,60.5
2026-02-24,EXP029,81.8,75.6,100037,84.0,44.8
2026-02-24,EXP030,94.8,24.2,59010,97.3,35.6
2026-02-24,EXP031,53.9,40.9,2301,68.5,93.8
2026-02-24,EXP032,69.5,41.3,12416,98.0,80.6
2026-02-25,EXP001,74.3,26.2,42227,74.9,47.5
2026-02-25,EXP002,64.8,48.2,61639,82.5,49.3
2026-02-25,EXP003,88.2,41.4,42488,91.0,31.4
2026-02-25,EXP004,95.3,69.0,2215,95.1,25.6
2026-02-25,EXP005,77.9,29.2,133018,70.8,20.7
2026-02-25,EXP006,94.9,77.9,56489,65.5,45.4
2026-02-25,EXP007,92.0,25.6,17575,74.1,84.0
2026-02-25,EXP008,47.6,76.4,130348,80.2,17.0
2026-02-25,EXP009,42.7,72.8,129795,75.7,8.1
2026-02-25,EXP010,44.5,76.2,41458,73.4,81.9
2026-02-25,EXP011,63.9,80.4,113528,75.9,52.6
2026-02-25,EXP012,65.8,49.1,14115,88.7,89.2
2026-02-25,EXP013,95.4,69.2,129588,73.2,47.9
2026-02-25,EXP014,87.4,32.7,167034,66.1,39.6
2026-02-25,EXP015,56.8,23.0,24849,89.0,34.7
2026-02-25,EXP016,83.4,58.6,167657,83.3,81.4
2026-02-25,EXP017,60.8,38.8,73291,81.5,80.6
2026-02-25,EXP018,68.1,78.9,115145,92.7,38.0
2026-02-25,EXP019,95.2,65.1,96496,83.9,30.7
2026-02-25,EXP020,88.6,31.9,58877,92.6,22.6
2026-02-25,EXP021,53.7,42.1,55156,96.2,93.2
2026-02-25,EXP022,50.2,40.7,105297,64.3,64.5
2026-02-25,EXP023,62.2,57.2,3289,77.5,82.1
2026-02-25,EXP024,51.4,29.3,106156,98.6,22.7
2026-02-25,EXP025,53.1,53.5,22198,96.5,66.3
2026-02-25,EXP026,60.5,43.7,66728,75.9,74.3
2026-02-25,EXP027,75.9,57.2,68072,74.0,47.5
2026-02-25,EXP028,50.5,78.5,18419,74.3,79.6
2026-02-25,EXP029,78.0,51.2,89443,77.1,84.7
2026-02-25,EXP030,74.3,23.2,140173,74.1,36.6
2026-02-25,EXP031,44.9,23.9,144426,69.4,31.5
2026-02-25,EXP032,83.5,62.4,127804,98.6,60.9
2026-02-26,EXP001,82.4,50.8,142246,81.1,49.7
2026-02-26,EXP002,66.2,33.2,173753,79.0,24.5
2026-02-26,EXP003,73.4,46.4,39404,95.1,12.6
2026-02-26,EXP004,63.7,40.7,110289,81.5,56.3
2026-02-26,EXP005,42.1,77.3,38212,65.3,83.9
2026-02-26,EXP006,79.9,43.3,77586,71.6,39.4
2026-02-26,EXP007,95.3,56.3,125870,67.9,73.5
